title,company,location,time,href,description_text
Associate Attorney,Sookasian Amirkhanian Law Group,"GLENDALE, CA",26 days ago,https://job-openings.monster.com/associate-attorney-glendale-ca-us-sookasian-amirkhanian-law-group/218366469,"DescriptionGlendale Law office is seeking an attorney with 1-5 years of experience for the personal injury and the Workers' Compensation departments. The position is full time position with Compatible salary. Candidate must have strong negotiation and organizational skills. To be considered, please submit your resume to Christina@sookasianlaw.com"
Safety Specialist/Auditor,Superior Grocers,"Los Angeles, CA",26 days ago,https://job-openings.monster.com/safety-specialist-auditor-los-angeles-ca-us-superior-grocers/218361155,"DescriptionSuperior Grocers, a leading independent grocery chain, is looking for a temporary Safety Auditor (Field Position)! Safety Auditor (Temporary Position)Position Summary: Responsible for on-going store safety inspections to assure OSHA compliance and recommendations for the reduction of frequency and severity of work related incidents.  The Safety Auditor is responsible for ongoing communication with store management to maintaining a safe working environment for all Superior employees. This may include but is not limited to assessments, trainings, program recommendations, safety tools and equipment assessments, job safety analysis and other projects as assigned.  Proposing ideas and programs to create and maintain a safe and healthy work environment.  Is an integral team member of the Field Safety Auditor(s), supervisor and other corporate safety and workers compensation team.   Roles & Responsibilities ·         Conducts store audits to assure OSHA compliance on an on-going basis·         Reviews audits with store management ·         Reviews audits with Corporate safety staff ·         Makes recommendations for safety related disciplinary actions as appropriate·         Provides recommendations and proposals to reduce incidents based on inspection results·         Prepares and submits audits and other projects as needed ·         Reviews incident trends with corporate staff and provide recommendations and solutions·         Maintains on-going communication with store management and corporate staff·         Reviews store inspections for corrective actions and completion of items·         Assist in the development of monthly employee safety training·         Participate in meetings and trainings as required·         Provide guidance as needed for annual property inspections ·         Assists in submissions and auditing of environmental, Hazmat/CUPA program and equipment·         Completes monthly valve inspections ·         Assists in OSHA complaints and/or inspections responses ·         Prepares reports as assigned·         Works on special projects as assigned Knowledge:Proficiency with Microsoft programs including Excel, Word, Outlook and Power Point Experience and knowledge of Cal-OSHA regulations and other State and Federal regulatory requirementsHave some knowledge of DOT safety requirements and regulationsSkills and Ability:Must possess excellent communication skillsMust possess excellent interpersonal skills and the ability to interact with store employees as well as executive managementMust have the ability to work independently while also maintaining supervisor(s) informed of projects and tasks to be completedMust be able to work a flexible work schedule Must have reliable transportation and travel 50% to 75% of the work week Must be highly organizedSpanish a plusJob Requirements: High School Diploma or Equivalent-Required College Degree-Preferred Professional Certifications/Designations Desirable Experience:2-4 years experience in conduction OSHA inspections and/or safety related field as it pertains to retail, industrial and or commercial operations."
Traveling Customer Success Specialist,Reynolds and Reynolds,"Glendale, CA",3 days ago,https://job-openings.monster.com/traveling-customer-success-specialist-glendale-ca-us-reynolds-reynolds/1f3ca132-624c-4d68-98cc-d48bbec7a522,"DescriptionReynolds and Reynolds, one of the top providers of premium integrated computer solutions for automobile dealerships, is seeking Traveling Customer Success Specialists to join our growing team of professionals. The position is primarily focused on providing on-site consulting support to approximately 50-70 automotive dealerships within an assigned region. As a Traveling Customer Success Specialist, you will be responsible for providing high level customer support at the automotive dealership location. Functioning as a consultant, you will be responsible for providing excellent support for our products and ensuring that our customers are using the software that they purchased to their full potential. Traveling Customer Success Specialists work from a home office and will be provided a company car, iPhone, tablet, and printer/scanner equipment.Requirements:Ability to travel between 10-20% of the time overnight depending on assigned territoryBachelor’s DegreeMust be a self-starter with good time management skillsStrong written and verbal communication skillsExcellent customer service and organizational skillsAbility to build strong customer relationshipsTraining:Paid Training! This role will begin with an intensive five (5) month paid training program located at our office in Houston, TX. Trainees living outside of Houston, TX will be provided a furnished corporate apartment during the training period. Training for this role will consist of classroom instruction and online courses that provide in-depth product training as well as automotive industry knowledge.  In addition, you will be paired with mentors across the country where you can apply your classroom knowledge in a real-world setting."
Project Engineer,Flatiron Construction,"Los Angeles, CA",8 days ago,https://job-openings.monster.com/project-engineer-los-angeles-ca-us-flatiron-construction/fdf4d882-cfe4-480a-be81-7f1de764204b,"DescriptionPerforms tasks related to the collection of cost data required to monitor project budget and estimates.  Requires the selection and application of resource monitoring and control principles, techniques and technical knowledge of construction project.Meets with engineering team to review production schedule and confirm all materials, equipment and resources are readily available for production to continue on schedule and within budget.Reviews shop drawings, design specifications, material requirements and project data to ensure quality and contract specification compliance.Provides technical input for project work plan and scheduling. Identifying risk elements of production, materials, equipment or process that could negatively impact the budget or schedule.Evaluates weekly and monthly production, schedule and budget projections to accurately track project performance. Documents daily activities in Company approved methods and technologies.Updates project schedule weekly for owner and management reporting. Attends weekly owner meetings; presents on project production status as needed. Prepares and manages a three-week work plan. Notifies engineering and project management of any significant schedule changes and develops solutions to mitigate delays and cost.Initiates and manages all Requests for Information (RFIs), as needed by project.Remits accurate project quantities using assigned project cost coding to ensure project financials are accurately reported. Manages invoicing with Company accounting team regarding materials, equipment and subcontractor needs.Supports engineering team with quality assurance as needed. Reviews certificates and permits needed to perform work. Participates in all worksite tours with leadership or external parties. Reviews required Job Hazard Analysis (JHAs) to ensure a safe and compliance work environment for all construction personnel. Participates in all weekly safety meetings with field team and project leadership; presents field analysis as needed.Assists the estimating team with project schedule, budget and cost parameters by providing technical input as needed.Assists the development of design drawings and provides technical input, as needed.Coordinates subcontractor work methods, schedule and crews as needed.Perform project leadership role during close-out procedures if Project Manager separates from project before close. Reviews close-out checklist with owner and field crews at the end of the project.Maintains knowledge of Company values and strategic plan.Perform additional assignments per management’s direction.Bachelor's Degree in a related field required.7+ years construction engineering experience required.Experience managing construction engineering teams required.Proven skill and ability managing engineering teams in a design build or other alternative build project.Able to identify and implement growth opportunities in direct reports to build talent development within project team.Advanced planning and scheduling skills required.Able to drive direct reports and influence non-reporting teams towards a common deliverable.Able to set clear expectations for direct reports regarding role and responsibilities.Able to delegate and assign work to engineering team to progress the project production forward.Able to manage multiple engineering tasks and progress them all towards a common goal.Advanced knowledge of contract specifications and quality assurance practices.Able to identify budget and project costs and recommend options to mitigate project delays.Strong verbal, written and presentation skills.Knowledge of design build and other alternative build techniques.Knowledge of financial reporting methods, quantity tracking methods and cost coding.Knowledge of construction scheduling and production time management preferred.Ability to assume responsibility, interface and communicate effectively with others.Some of the benefits you may be eligible for as an employee are:Comprehensive compensation package and paid time off programIndustry leading 401(k)/RRSPMedical/Extended Health Care, Dental, Vison and/or Provincial MedicalWellness benefits & Employee Assistance ProgramTuition Reimbursement ProgramWe are an EEO/AA/ADA/Veterans employer."
Mid Level Litigation Associate Attorney,Hinshaw & Culbertson LLP,"Los Angeles, CA",1 day ago,https://job-openings.monster.com/mid-level-litigation-associate-attorney-los-angeles-ca-us-hinshaw-culbertson-llp/c019854f-3149-4bd6-82c2-53f588f64502,"DescriptionLocation: Los Angeles, California, 90025, United StatesPosted: 2020-06-23Position Title: Mid Level Litigation Associate AttorneyCompany Name: Hinshaw & Culbertson LLPSector: Professional ServicesJob Type: Full-TimeThe downtown Los Angeles office of Hinshaw & Culbertson LLP, a leading national law firm, seeks a litigation associate with 4-6 years of litigation experience. The ideal candidate should have strong writing and researching skills and experience in all phases of civil litigation. Experience in class action, insurance bad faith, health care provider disputes on the insurer/plan side, and/or ERISA civil litigation preferred, but not necessarily required. This is an exceptional opportunity for candidates seeking a high level of responsibility in a diverse and progressive law firm environment. The Firm offers a competitive benefits package and opportunity for advancement. CA bar license required.Please submit your cover letter, resume, unofficial transcript and writing sample in confidence by clicking the ""APPLY"" button. Please upload all required documents as one PDF attachment.Only candidates contacted for an interview will receive a response. As an EOE/AA employer, Hinshaw & Culbertson LLP will not discriminate in its employment practices due to an applicant's age, race, color, religion, sex, sexual orientation, gender identity, national origin, and veteran or disability status.Hinshaw IS accepting recruiter submissions for this position.If you are a resident of the State of California please review our Privacy Notice for California Owners, Directors, Officers, Employees, Contractors and Job Applicants before you submit any personal information, including a resume or job application to our Firm. Here is a link to that Privacy Notice.Mid Level Litigation Associate Attorney Mid Level Litigation Associate Attorney Mid Level Litigation Associate Attorney Mid Level Litigation Associate Attorney Mid Level Litigation Associate Attorney PI121128505"
Surgery Center Nurse Director RN,Clinical Management Consultants,"Los Angeles, CA",10 days ago,https://job-openings.monster.com/surgery-center-nurse-director-rn-los-angeles-ca-us-clinical-management-consultants/f8ab54e3-8537-44cf-9d78-6262742d3896,"DescriptionAn ASC Ambulatory Surgery Centerin the greater LosAngeles region of Southern California is seeking a seasonedhealthcareleader to join their team as Nurse Director Ambulatory Surgery Center.The RN Nurse Director Ambulatory Surgery Center will be responsible for the clinical operations of the surgery center. It will be the duty of the Nurse Director to communicate effectively with Physicians, Nurses, Allied Health Professionals andHealthcareExecutives alike to ensure that the facility runs according to policies and procedures. Additionally, they will assist the Administrator in managing the fiscal operations, employee relations as well as regulatory compliance within the Surgery Center.This Ambulatory Surgery Center is a member of a large surgical group which values quality and aims to provide the best possible care to the patients they serve. Together, they are committed to using the latest advanced technology and evidence based medicine to provide top of the line services.Thismulti-specialty Ambulatory Surgery Center houses 4ORsoperating rooms and 10preop/PACUbays. They will be performing a number of surgeries including: General,GYN, Podiatry, Pain Management and Orthopedic Surgery.The Ambulatory Surgery Center is located in a beautiful region of Southern California. TheASCAdministrator will enjoy living just a short distance away from both the beach as well as populated urban cities. This location offers a wide variety of amenities and activities to choose from. There are a number of affordable housing options within the region.The Surgery Center is looking for a dedicated team-player to join them as RN Nurse Director. A competitive salary and suite of benefits will be offered to compliment this amazing leadership opportunity.monsterboost9999"
Entry Level Sales Reps - Work from Home  $21.00 Base Pay Per Appt.,Vector Marketing,"Culver City, CA",2 days ago,https://job-openings.monster.com/entry-level-sales-reps-work-from-home-21-00-base-pay-per-appt-culver-city-ca-us-vector-marketing/e0999753-771b-4e48-975c-49f5c9fcc3d9,"DescriptionEntry Level Sales Reps - Work from HomeVector Marketing is running virtual interviews for sales rep positions, start work within the week! Basic responsibilities include working with customers virtually, explaining our American made products, and placing any orders. There is a great starting base pay (paid weekly) that isn’t based on sales or results, but incentives are possible based on performance.We work with Cutco products that are used in the home focusing on the kitchen and some gardening tools as well. Previous experience & knowledge about home goods isn’t needed. We provide all of the tools and training needed for success. Interview and work from home.Position Details:Excellent pay – great base pay not based on sales, paid weekly. We have a commission structure set up based on performance. There is opportunity to make more, but there is still a fall back for the sales rep to make an income even if they have an off week.Solid training – we’ve been training people to do well for over 40 years. Even if someone doesn’t decide to stay with us long term, the sales, networking, & communication skills they build are needed for any field.Flexible scheduling – we help our reps create a schedule that works best for them. Some work as much as possible, some work for just the summer, while others choose to be super part time around other commitments such as other jobs or family obligations.Choice of location – sales reps have an opportunity to interview, train, and work from home.Basic Requirements:Enjoy working with peopleAll ages eighteen plus or seventeen and a HS GraduateConditions applyAble to start within the next 7 – 10 daysWilling to learn and apply new skills.Who would do well:People who have done well with us in the past have had experience in admin, retail, fast food, cashier, administrative assistant, receptionist, office work, server, landscaping, and in just about any field you can imagine. We welcome all applicants who have a positive attitude and enjoy working with people.This entry level sales position is a great fit for people who are looking for part time or a full time opportunity. If you looking for summer work or just someone who is looking for a flexible schedule, our opportunities can work around your needs.If you think you would be a great fit for our sales team fill out the contact information and a receptionist will follow up with you about setting up a virtual interview with a manager. We encourage applicants of all ages and experience, as we do not discriminate on the basis of an applicant’s age."
Member Service Representative II,Wescom Central Credit Union,"Culver City, CA",2 days ago,https://job-openings.monster.com/member-service-representative-ii-culver-city-ca-us-wescom-central-credit-union/218573099,"DescriptionPOSITION SUMMARY: Assists members in establishing memberships, share and loan accounts, and related products and services by conducting interviews, completing necessary documents and performing data entry of records in compliance with audit requirements. Processes transactions for members and frequently serves as the initial point of contact between the Credit Union and the members. Promotes optimal member engagement by providing specific, accurate and timely information to members regarding Credit Union products and services.Responsible for educating members regarding current marketing promotions, for engaging new members to become Signature Members within their first 120 days of joining the Credit Union, and for engaging existing members to deepen their product and service usage with the Credit Union. Completes applications for equity products and makes referrals for insurance services, investment services and first mortgage real estate services.ESSENTIAL POSITION FUNCTIONS:Consistently provides a high level of service and is committed to increasing member satisfaction. Demonstrates adherence to the Branch Service and Signature Experience Standards in addition to enforcement and modeling of our Mission Statement, Core Values and Team Attributes. Promotes advocacy and takes personal responsibility to ensure that member issues are handled properly at the first point of contact. Focuses on delivering Signature Experiences and achieving successful results in the Member Experience Surveys.Maintains knowledge of products and services. Performs day to day transactions for members including, but not limited to deposits, withdrawals and transfers. Answers member inquiries and provides information in accordance with Credit Union policies and procedures for statement requests, stop payments, fraud claims, insurance of accounts, and other deposit account-related needs. May participate in the servicing of ATM coin and cash machines.Processes applications for consumer loan products, including but not limited to auto loans, credit cards, share secured loans and unsecured lines of credit. May also process applications and fundings for home equity loans and lines of credit. Serves as a member advocate throughout the loan process. Funds loans and provides basic credit review counseling for members with declined loans. Assists members with savings products, including checking and certificate accounts, money market accounts and Individual Retirement Accounts. Remains proficient in the legal aspects of accounts (e.g. trusts, fiduciary accounts, Power of Attorneys, etc.). Provides service as Notary Public.Targets and achieves individual goals and supports branch goals. Contributes to Wescom growth through needs-based sales and service skills to match services to member needs. Ensures optimal member engagement and a migration to appropriate delivery channels. Makes referrals for insurance services and investment services to Wescom Insurance Services and Wescom Financial Services. Takes applications for home equity products and makes referrals for first mortgages to Mortgage Loan Originators in Real Estate.Meets personal development and training objectives. Achieves core curriculum and required training within establish timeline. Completes Wescom University core curriculum, including required regulatory training. Mentors other team members in skill development.The expectation is that this position is a career path to MSR III which requires the following licensing:MSR III - Option I: An MSR licensed to assist members with life insurance and fixed annuities in conjunction with Wescom Financial Services (WFS).Option II: An MSR licensed to assist members with property and casualty insurance products in conjunction with Wescom Insurance Services (WIS).The progression should occur within 120 days as a guideline. This timeline could vary.Maintains proficiency in technology applications across all channels including the operating system and ancillary systems. Actively promotes and demonstrates technology to members. Contributes to organizational efforts in process improvement.Ensures branch compliance with audit and security standards, policies and procedures, and loss prevention measures. Maintains confidentiality of Credit Union and member records.Protects the Credit Union’s financial interest by controlling and balancing assigned cash drawer, negotiable items received and disbursed during daily transactions, identifying payees, verifying signatures and endorsements, and maintaining Teller Balancing Standards.Communicates well both verbally and in writing, effectively shares information and ideas with others, and demonstrates good listening skills.Must have effective human relations skills in order to maintain positive and productive working relationships with others.Ensures individual appearance reflects the desired level of professionalism. Maintains the physical environment of the branch according to Wescom standards.Maintains good attendance and punctuality in adherence with Wescom policy.EDUCATION AND EXPERIENCE: High School graduate.Previous financial industry and customer service experience preferred.REGISTRATION:Nationwide Mortgage Licensing System (NMLS) registration is required and must be maintained. Maintain licensing as Notary Public.COMPUTER SKILLS:Proficient in Microsoft applications (Word, Excel, Outlook). Must be proficient in technology applications including the Credit Union’s operating system and specialized software required for performance of position.MATHEMATICAL SKILLS:Ability to add, subtract, multiply and divide in all units of measure, using whole numbers, common fractions and decimals. Ability to compute rates, ratios and percentages.PHYSICAL DEMANDS:The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is frequently required to stand; walk; sit; use hands to finger; handle or feel; reach with hands and arms, climb or balance, stoop kneel, crouch, crawl; talk; hear; and smell. The employee must occasionally left and/or move up to 25 pounds. Vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.WORK ENVIRONMENT:The work environment characteristics described here are representative of those an employee encounters while performing functions of this job.The noise level in the work environment is moderately quiet. It is a non-smoking environment.The above job requirements are representative of minimum levels of knowledge, skills, and abilities. The marginal functions have not been included. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.This job description in no way implies that these are the only duties to be performed. An employee will be required to follow any other job-related instructions and duties as requested by the supervisor and/or management."
Operator - Chemical Manufacturing,AMVAC,"Los Angeles, CA",3 days ago,https://job-openings.monster.com/operator-chemical-manufacturing-los-angeles-ca-us-amvac/217955938,"DescriptionWe are Hiring!Essential business has an immediate need for an experienced Chemical operator. As an Operator in our Specialty Chemical Manufacturing Plant, you are responsible for monitoring the plant equipment that processes chemicals from raw materials to finished goods.  The Chemical Operator oversees the safe handling and storage of chemicals, logs data and records production activities.  The plant operate 24 hours x 365 days a year and requires a Rotating Shift with shift differential.  We are an essential business providing products for our global customers.  Scheduling interviews now. Requirements/ Job Duties:2+ years’ experience as a Chemical Operator working in a chemical manufacturing plant or petroleum refiningFollow safety procedures at all timesExperience in a facility conducting batch or continuous chemical synthesis using hazardous chemicalsExperience working with raw materials, intermediates and finished goods – solids, liquids, gasesExperience monitoring chemical processing equipment including agitated reactors, heat exchanges, various types of pumps, distillation and cooling towersExperience working with proper instrumentation to take samples and conduct laboratory tests and record results like pH, temperature, water level, specific gravity and monitoring chemical processing equipment for pressure, temperature, flow and level indicationsAbility to read gauges, follow reactions remotely (control room) or locally; record and report findingsUnderstand the sequence of addition of reactants and reaction steps, sequence of events expected during reaction steps, required temperature, pressure, levels, and flows for proper processing to occurBe able to function in a crisis situation under direction of operator, supervisor or other in case of emergency in the manufacture of flammable, corrosive and highly toxic chemicalsAdditional Requirements:HS Diploma / GEDExcellent communication skillsForklift experienceRotating shift HAZMAT training - 40 hr preferredComputer skills: Microsoft Word and ExcelOther: Must be able to pass physical and background check if offered the positionAMVAC’s Benefits:• Shift differential $$• Exceptional Health Insurance including Medical, Dental, Vision, Life • 401(k) Retirement Savings Plan with employer matching & Employee Stock Purchasing Plan • Vacation & Paid Holidays AMVAC® Chemical Corporation has successfully served the results-driven global markets through development, manufacturing and marketing products for agricultural and commercial use. We are an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
"NodeJs Developer-Culver City, CA -(W2 only)",Epik Solutions,"Culver city, CA",4 days ago,https://job-openings.monster.com/nodejs-developer-culver-city-ca-w2-only-culver-city-ca-us-epik-solutions/218778164,"DescriptionEpik Solutions is a global organization that embraces creativity and diversity, using technology to inspire and implement solutions that meet our customers' needs. We partner with companies that are seeking to hone their business strategies, amplify performance or optimize workforce accessibility and capacity to produce real business results. We have the following opportunity available 
Job Title: VueJs/NodeJs Developer Locations:  Culver City, CA   Position Type: Contract Duration: 36 Months Job Description:  Should have strong experience of at least 5 years on VueJs/NodeJs Development Good understanding of HTML5 and CSS3 Experience in developing web Pages using VueJS, HTML5, JavaScript, Bootstrap, and frameworks. Good experience with MySQL Database handling and SQL queries Ajax and JQuery implementation knowledge is a must Candidate must have prior experience of using GIT Must be able to handle deadline-driven pressures Excellent verbal and written communication skills  Please share the resume directly at:-  swarup (at) Epikso (dot) Com or Call (925) 310 -8234"
Bank Secrecy Act High Risk (KYC) Manager,Sterling Bank & Trust,"Alhambra, CA",6 days ago,https://job-openings.monster.com/bank-secrecy-act-high-risk-kyc-manager-alhambra-ca-us-sterling-bank-trust/218472653,"DescriptionSterling Bank & Trust is financially strong and your go-to bank for trusted financial advice and services. Since 1984, we have grown from a single branch to 30 branch locations in four major metropolitan markets: San Francisco, Los Angeles, New York, and Seattle.Rated excellent by the prestigious BauerFinancial, we have also been ranked in the top 50 American banks by Forbes Magazine in its annual “Best Publicly Traded Banks” survey which measures the performance of nearly 600 institutions. We are also ranked in the top 10 percent in two critical financial categories: return on average assets and return on equity.Sterling was named the top-performing community bank in the United States two years in a row with total assets between $3 billion and $10 billion in 2018 and with assets between $1 billion and $10 billion in 2017 respectively by S&P Global Market Intelligence.We have an exciting opportunity for a Bank Secrecy Act High Risk (KYC) Manager!SUMMARYSterling Bank is seeking an experienced BSA / KYC Manager that will be primarily responsible for the management and administration of all aspects of the Bank’s High Risk Customer Due Diligence Program and manage the day to day activities of the Bank’s High Risk / KYC Team.QUALIFICATIONSTo perform this job successfully, an individual must be able to perform each essential duty satisfactorily.The requirements listed below are representative of the knowledge, skill, and/or ability required.Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.EDUCATION and/or EXPERIENCE• Experience with applicable laws, rules and regulations pertaining to Bank Secrecy Act, USA PATRIOT Act, FFIEC Examination Manual, and FinCEN’s CDD Final Rule.• Maintain an in-depth knowledge of client on-boarding data and document requirements as required by the Bank’s BSA Policy.• Bachelor's degree (B. A.) from four-year college or university; and 5 years or more related experience and/or training; or equivalent combination of education and experience.• BSA / KYC management experience required.HERE ARE JUST SOME OF THE BENEFITS YOU’LL ENJOY:•Full Benefits; Dental, Medical, Vision•Paid time off and holidays•401K Plan with Employer MatchFor more information and to apply for this position candidates should apply online.EOE Minorities/Women/Disabled/VetsVEVRAA Federal Contractor"
Registered Dietitian - Los Angeles CA,Shield HealthCare,"Los Angeles, CA",6 days ago,https://job-openings.monster.com/registered-dietitian-los-angeles-ca-los-angeles-ca-us-shield-healthcare/217993975,"Description   If you are passionate about providing world-class customer service and would like to grow your career with an industry-leading company, we may have just the position for you!        Shield Healthcare is currently seeking an enthusiastic, career-minded Registered Dietitian Sales Representative to support our Santa Fe Springs Sales office. We   value the vital role of the Registered Dietitian, who provides a great patient and customer experience that results in the continued growth of our Enteral Nutrition Support Program.         Job Summary      As a Registered Dietitian Sales Representative, you will develop and maintain professional relationships with customers, referral sources and vendors.  You will work with physicians and referral sources regarding the patient’s nutritional needs.  You will educate families, caregivers, and patients on how to safely tube feed at home. Using your clinical nutrition expertise, you will function as an integral part of the patient’s care team while working to maximize revenue potential in key accounts.           Salary & Benefits      Base salary (based on experience) PLUS commission AND car allowance   Medical, Dental and Vision (Eligible first day of employment)   Flexible Spending Account   Life & Disability Insurance   401(k)   Vacation, Personal, and Sick Days   Paid Holidays   Education Assistance   Employee Discounts              Key Job Responsibilities include:      Working in conjunction with the Shield Sales Representative to maximize enteral sales potential in the territory.    As a subject matter expert, provide recommendations, develop, test and implement nutrition education tools to be used in the field   Work with Sales and Marketing teams to increase Enteral business   Work on outreach efforts to increase community knowledge of the SHC Enteral program   Participate in community events and health fairs         Experience/Qualifications/Education:    Current Registered Dietitian licensure   Minimum 2 years’ experience as a Registered Dietitian   Excellent communication and interpersonal skills   Ability to sell a service and promote a product line   Ability to travel   Computer literate          Preferred Qualifications:      Experience with enteral patients       Company Overview     Since 1957, Shield Healthcare has provided high-quality healthcare services while focusing on customer satisfaction and employee achievement. We are dedicated to fulfilling the medical supply needs of consumers and the caregiving community while maintaining a 99% overall customer satisfaction rating."
Data Engineer - Spark,Virtusa,"Culver City, CA",10 days ago,https://job-openings.monster.com/data-engineer-spark-culver-city-ca-us-virtusa/216577144,"DescriptionMultiple positions - Looking for a hands-on Data Engineers for a long-term contract with one of our Tech clients, the candidate can work out of Cupertino or Culver City CA locationsOpen to hiring full-time, it is a long-term projectData Engineer must have,Expertise in Spark, worked with MLlib, Avro schemas, Spark SQL, Core Spark API, Spark StreamingExpertise in ScalaStrong in writing complex SQLsGood with programming in Java or Python"
Associate Scientist,Apex Systems,"Los Angeles, CA",10 days ago,https://job-openings.monster.com/associate-scientist-los-angeles-ca-us-apex-systems/218416616,"DescriptionSeeking an Associate Scientist! Description:The Associate Scientist will be primarily responsible for executing multi parametric flow cytometry based immunophenotyping, analysis of the data and its organization and presentation.Additional Responsibilities: Execute flow cytometry experiments during analytical method development for QC release and characterization of cell therapy products Conduct multicolor flow cytometry experiments to enable routine and non-routine analysis of cellular products Perform flow cytometry based analytical method development and qualification to enable product characterization of autologous T cell therapies Work on critical cross-functional projects with the Process Design, Research, Translational Medicine, and/or QC teams to enable manufacturing process, formulation, and drug product development of therapeutics. Conduct experiments by rigorously implementing approved protocols and following good documentation practices Execute and document cell culture and passaging and banking activities as required Plan and execute assigned experiments that support routine development activities	and project goals. Analyze, interpret, and present experimental data, and carefully document resultant information. Author and review method development reports, test methods and SOPs. Systematically record data and analyze the results of laboratory operations to ensure compliance to appropriate test methods, specifications, and protocols. Participate in analytical method transfer activities to clinical and commercial Participate in meetings, present data, provide expertise in areas of responsibility and analyze and prepare data for sharing Operate and troubleshoot laboratory instrumentation that is used routinely in execution of assays Support testing as needed to enable process development, innovation and investigations Ensure that departmental work areas are maintained per 5S guidelines	 Qualifications Bachelor's degree in Biology, Immunology, Molecular Biology or related discipline with 8+ years of industry experience, or advanced degree (MS) in relevant discipline with 6+ years of industry experience Experience with multi-color flow cytometry technology and associated instrumentation required Knowledge and experience in flow cytometry data analysis using FACSDiva, FlowJo and other relevant softwares Experience in cell sorting is a plus Knowledge of mammalian cell culture including primary T cells Proficient in the use of Microsoft Office, data analysis software (e.g. Prism, JMP) and other applications Ability to think critically and demonstrate troubleshooting and problem solving skills Excellent interpersonal, verbal and written communication skills Self-motivated, detail-oriented, and willing to accept temporary responsibilities outside of initial job description Experience and aptitude in working in a multidisciplinary laboratory environment with moderate supervision Comfortable in a fast-paced small company environment with minimal directionFor consideration please email most up-to-date resume with contact information to Brittany Waldron @ bwaldron@apexsystems.com#LI-BW4EEO EmployerApex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 844-463-6178."
Customer Service Representative,Glasswerks LA Inc.,"SOUTH GATE, CA",11 days ago,https://job-openings.monster.com/customer-service-representative-south-gate-ca-us-glasswerks-la-inc/218655546,"DescriptionWe are looking a Customer Service Representative with experience.You must be able to pass a pre-employment drug test (5 Panel Drug Screen).We provide Benefits which include Medical, Dental, Vision, Life Insurance, 401K, Vacation and Holidays.Position Overview:The inside sales representative will have a demonstrated history of excelling in a inside-sales or customer service environment where levels of multi-tasking skills are required; effective intra-departmental interaction is critical; and superior customer, vendor, and internal company relationship building abilities are needed. The incumbent will receive (by telephone, fax or email) requests for quotations, orders and lead times from customers. Make quotations/estimates on standard/custom items, writes and enters orders and relays pertinent order information to customer.Job Functions:INSIDE SALES· Receive telephone requests for price quotations, order changes, cancellations and service request made by the customer· Promoting Avalon/Glasswerks products to customers via in person, telemarketing, email or social media.· Following up on quotes.· Assist will call customers.· Assist customers with delivery dates and ETA’s.· Process credit card, cash and check payments.· Printing orders and distributing paperwork to all departments.· Putting sample boxes together.· Performs other assigned tasks and duties necessary to support the inside sales department.Job Type: Full-time"
"Program Manager, Diversity & Belonging",HRCS,"LOS ANGELES, CA",11 days ago,https://job-openings.monster.com/program-manager-diversity-belonging-los-angeles-ca-us-hrcs/218662626,"DescriptionAre you a Human Resources Professional exploring career opportunities? Are you a passionate and proven Program Manager of Diversity & Belonging ...... an advocate for culture, values and equality within your organization?  HRCS is looking for you!  We provide CONTRACT, CONTRACT to HIRE and DIRECT HIRE placement opportunities to Human Resources Professionals ...... at all levels. We staff all areas of Human Resources, including: BenefitsCompensationDiversity & InclusionEmployee/Labor RelationsHR Assistant/CoordinatorHR GeneralistHR Manager/Business PartnerHRISHR ExecutivePayrollTalent Acquisition/RecruitmentTraining & DevelopmentWorkers’ Compensation/LOA  Client opportunities come from all industries throughout California and across the country.  They include:  Aerospace, Banking/Finance/Insurance, Construction, Education, Engineering, Entertainment, Food Manufacturing, Game, Healthcare, Hotel/Hospitality, Law, Logistics, Non-Profit, Restaurant, Services, Tech/Software, and more.  To become a member of the HRCS family, eMail us at HRCSRecruiter@hrcs.com.  Please send your resume and tell us a little about your professional interests, availability, location and type of work (Contract, Contract-to-Hire, or Direct Hire) that you are interested in."
